Transaction_ID,Geo_Risk,Velocity_Risk,Device_Risk,Amount_Risk,Network_Risk,Behavioral_Risk,Final_Risk_Score,Decision
TXN_579,100,0,60,100,40,0,50,Approve
TXN_580,100,0,100,50,0,0,42,Approve
TXN_581,100,0,60,70,40,0,45,Approve
TXN_582,100,0,100,100,0,0,50,Approve
TXN_583,100,0,60,100,40,0,50,Approve
TXN_584,100,40,100,0,40,0,49,Approve
TXN_585,90,0,100,100,40,48,61,OTP
TXN_586,50,0,100,50,40,40,44,Approve
TXN_587,50,0,100,100,0,0,40,Approve
TXN_588,100,0,60,100,40,0,50,Approve
TXN_589,90,0,100,50,40,0,46,Approve
TXN_590,100,50,60,100,0,48,61,OTP
TXN_591,100,0,100,100,40,0,56,OTP
TXN_592,100,0,100,100,40,40,62,OTP
TXN_593,100,0,100,100,40,0,56,OTP
TXN_594,90,0,100,100,40,40,60,OTP
TXN_595,90,50,100,100,0,52,65,OTP
TXN_596,100,0,60,100,0,0,44,Approve
TXN_597,100,0,100,100,0,62,59,OTP
TXN_598,100,0,100,100,40,52,63,OTP
TXN_599,50,0,60,0,40,0,25,Approve
TXN_600,90,0,100,50,40,48,53,OTP
TXN_601,100,50,100,100,40,52,73,Block
TXN_602,50,0,100,100,40,0,46,Approve
TXN_603,100,0,100,100,40,0,56,OTP
TXN_604,100,0,100,100,40,48,63,OTP
TXN_605,100,0,100,100,40,0,56,OTP
TXN_606,90,0,60,0,40,0,33,Approve
TXN_607,100,0,60,100,0,0,44,Approve
TXN_608,100,50,100,100,40,0,66,OTP
TXN_609,90,50,60,100,0,0,52,OTP
TXN_610,100,0,100,50,40,0,48,Approve
TXN_611,100,0,100,100,40,0,56,OTP
TXN_612,100,0,100,100,40,48,63,OTP
TXN_613,50,0,100,100,40,0,46,Approve
TXN_614,100,50,100,100,40,0,66,OTP
TXN_615,100,0,100,100,40,0,56,OTP
TXN_616,100,0,60,100,0,0,44,Approve
TXN_617,100,50,100,100,40,62,75,Block
TXN_618,100,0,100,0,40,0,41,Approve
TXN_619,100,0,60,50,40,40,48,Approve
TXN_620,100,0,100,100,0,48,57,OTP
TXN_621,100,50,100,100,0,0,60,OTP
TXN_622,100,0,100,50,40,0,48,Approve
TXN_623,100,0,100,0,40,0,41,Approve
TXN_624,90,0,60,100,0,0,42,Approve
TXN_625,100,50,100,100,40,0,66,OTP
TXN_626,100,0,100,100,40,48,63,OTP
TXN_627,100,50,100,100,0,0,60,OTP
TXN_628,100,40,100,100,40,48,71,Block
TXN_629,100,0,100,100,0,0,50,Approve
TXN_630,90,50,100,100,40,62,73,Block
TXN_631,90,50,60,100,40,40,64,OTP
TXN_632,100,0,100,100,40,0,56,OTP
TXN_633,100,0,60,100,40,0,50,Approve
TXN_634,100,0,60,100,0,0,44,Approve
TXN_635,100,0,100,100,0,0,50,Approve
TXN_636,100,0,60,100,40,0,50,Approve
TXN_637,100,50,60,100,40,0,60,OTP
TXN_638,100,0,100,100,40,48,63,OTP
TXN_639,100,50,100,100,0,0,60,OTP
TXN_640,100,0,100,100,40,48,63,OTP
TXN_641,100,50,100,100,40,0,66,OTP
TXN_642,90,0,60,100,40,0,48,Approve
TXN_643,100,0,100,100,40,40,62,OTP
TXN_644,100,0,60,50,0,52,44,Approve
TXN_645,100,50,100,100,0,48,67,OTP
TXN_646,50,0,60,50,40,0,32,Approve
TXN_647,100,0,100,100,0,40,56,OTP
TXN_648,100,50,100,100,40,0,66,OTP
TXN_649,90,0,100,100,0,52,55,OTP
TXN_650,100,0,100,100,0,0,50,Approve
TXN_651,100,0,60,100,0,40,50,Approve
TXN_652,100,50,60,100,40,48,67,OTP
TXN_653,100,50,100,100,0,40,66,OTP
TXN_654,100,0,100,50,40,52,56,OTP
TXN_655,100,0,100,50,40,0,48,Approve
TXN_656,100,50,100,50,40,62,67,OTP
TXN_657,100,50,60,100,40,0,60,OTP
TXN_658,100,0,100,50,40,0,48,Approve
TXN_659,50,50,60,100,40,40,56,OTP
TXN_660,100,0,100,100,0,52,57,OTP
TXN_661,100,0,100,100,40,48,63,OTP
TXN_662,100,0,100,50,40,0,48,Approve
TXN_663,100,0,100,100,40,62,65,OTP
TXN_664,100,0,60,0,40,0,35,Approve
TXN_665,100,50,100,100,0,0,60,OTP
TXN_666,100,0,100,100,40,48,63,OTP
TXN_667,100,0,60,100,40,0,50,Approve
TXN_668,100,0,100,50,40,48,55,OTP
TXN_669,100,0,100,50,40,40,54,OTP
TXN_670,100,50,100,50,40,0,58,OTP
TXN_671,100,50,100,0,40,0,51,OTP
TXN_672,100,0,100,100,40,0,56,OTP
TXN_673,90,50,100,100,40,0,64,OTP
TXN_674,100,50,100,100,0,52,67,OTP
TXN_675,90,50,100,100,40,0,64,OTP
TXN_676,100,0,60,100,40,0,50,Approve
TXN_677,90,50,60,50,40,0,50,Approve
TXN_678,90,0,100,0,0,48,40,Approve
TXN_679,100,50,100,0,40,0,51,OTP
TXN_680,90,0,100,100,40,52,61,OTP
TXN_681,100,50,60,100,40,0,60,OTP
TXN_682,100,50,60,100,0,62,63,OTP
TXN_683,100,0,100,50,0,0,42,Approve
TXN_684,100,50,60,100,40,40,66,OTP
TXN_685,100,50,100,100,0,0,60,OTP
TXN_686,100,50,100,50,40,0,58,OTP
TXN_687,100,50,100,100,40,62,75,Block
TXN_688,100,0,100,100,0,40,56,OTP
TXN_689,100,50,60,100,0,48,61,OTP
TXN_690,100,0,100,100,40,40,62,OTP
TXN_691,100,50,100,100,40,0,66,OTP
TXN_692,100,40,100,50,40,0,56,OTP
TXN_693,90,50,60,50,40,62,59,OTP
TXN_694,90,0,100,100,0,0,48,Approve
TXN_695,100,0,100,100,40,48,63,OTP
TXN_696,50,0,100,100,40,40,52,OTP
TXN_697,100,0,100,100,0,40,56,OTP
TXN_698,100,0,100,100,0,0,50,Approve
TXN_699,90,0,60,100,0,62,51,OTP
TXN_700,100,50,100,100,40,0,66,OTP
TXN_701,100,0,100,100,0,0,50,Approve
TXN_702,90,50,100,50,0,52,58,OTP
TXN_703,90,0,100,50,0,0,40,Approve
TXN_704,100,0,100,100,40,0,56,OTP
TXN_705,100,0,60,100,40,0,50,Approve
TXN_706,100,0,100,100,40,48,63,OTP
TXN_707,100,0,60,100,40,0,50,Approve
TXN_708,100,0,100,50,40,0,48,Approve
TXN_709,100,0,100,50,40,40,54,OTP
TXN_710,100,50,60,100,40,0,60,OTP
TXN_711,100,0,100,50,40,48,55,OTP
TXN_712,100,50,100,100,40,0,66,OTP
TXN_713,100,0,100,50,40,0,48,Approve
TXN_714,100,0,100,50,0,0,42,Approve
TXN_715,90,50,100,0,40,40,55,OTP
TXN_716,100,50,100,100,0,0,60,OTP
TXN_717,100,50,100,100,0,48,67,OTP
TXN_718,90,0,100,100,40,0,54,OTP
TXN_719,100,0,100,50,40,62,57,OTP
TXN_720,100,0,100,100,40,0,56,OTP
TXN_721,90,0,100,100,40,52,61,OTP
TXN_722,100,0,60,100,0,62,53,OTP
TXN_723,100,0,60,100,40,0,50,Approve
TXN_724,100,50,60,100,40,0,60,OTP
TXN_725,50,0,100,50,40,0,38,Approve
TXN_726,100,0,100,50,40,0,48,Approve
TXN_727,90,0,60,50,40,0,40,Approve
TXN_728,100,50,100,50,0,48,59,OTP
TXN_729,100,0,100,100,40,0,56,OTP
TXN_730,100,0,60,100,40,62,59,OTP
TXN_731,100,0,100,100,40,48,63,OTP
TXN_732,100,0,100,100,40,0,56,OTP
TXN_733,100,0,60,100,0,48,51,OTP
TXN_734,100,50,100,0,40,0,51,OTP
TXN_735,100,0,100,100,40,0,56,OTP
TXN_736,100,0,100,50,40,48,55,OTP
TXN_737,90,0,60,50,40,0,40,Approve
TXN_738,100,0,100,100,40,52,63,OTP
TXN_739,100,50,100,50,40,0,58,OTP
TXN_740,100,0,60,100,0,52,51,OTP
TXN_741,100,0,60,100,40,62,59,OTP
TXN_742,100,0,100,100,40,52,63,OTP
TXN_743,100,50,100,0,40,0,51,OTP
TXN_744,100,40,100,100,0,0,58,OTP
TXN_745,90,0,60,0,0,0,27,Approve
TXN_746,100,0,100,0,0,62,44,Approve
TXN_747,100,50,100,100,0,0,60,OTP
TXN_748,100,50,100,100,40,48,73,Block
TXN_749,100,50,60,100,40,40,66,OTP
TXN_750,100,0,100,100,40,0,56,OTP
TXN_751,100,0,60,100,40,0,50,Approve
TXN_752,100,50,100,100,40,0,66,OTP
TXN_753,100,50,100,100,40,0,66,OTP
TXN_754,100,0,100,100,40,48,63,OTP
TXN_755,50,0,60,100,0,40,40,Approve
TXN_756,100,50,60,100,40,0,60,OTP
TXN_757,100,50,100,100,40,48,73,Block
TXN_758,100,0,100,0,40,0,41,Approve
TXN_759,90,0,100,100,40,40,60,OTP
TXN_760,100,50,100,50,40,52,66,OTP
TXN_761,100,50,60,100,0,62,63,OTP
TXN_762,100,50,60,100,40,48,67,OTP
TXN_763,100,0,100,100,40,0,56,OTP
TXN_764,100,50,100,50,0,62,61,OTP
TXN_765,50,50,60,100,40,0,50,Approve
TXN_766,100,0,100,100,40,0,56,OTP
TXN_767,100,50,60,100,0,48,61,OTP
TXN_768,100,50,60,100,40,62,69,OTP
TXN_769,90,50,100,100,40,62,73,Block
TXN_770,100,50,100,0,40,40,57,OTP
TXN_771,100,50,100,0,40,62,60,OTP
TXN_772,100,50,100,50,0,48,59,OTP
TXN_773,100,0,100,100,0,0,50,Approve
TXN_774,100,50,100,100,40,0,66,OTP
TXN_775,100,50,100,100,40,48,73,Block
TXN_776,100,0,100,100,40,0,56,OTP
TXN_777,100,0,100,100,0,62,59,OTP
TXN_778,100,0,100,0,0,62,44,Approve
TXN_779,100,0,100,100,40,0,56,OTP
TXN_780,100,50,60,50,0,48,53,OTP
TXN_781,100,50,60,100,0,0,54,OTP
TXN_782,90,0,100,100,40,0,54,OTP
TXN_783,100,50,60,100,40,52,67,OTP
TXN_784,90,0,100,100,40,0,54,OTP
TXN_785,100,50,60,100,0,62,63,OTP
TXN_786,100,50,100,100,40,48,73,Block
TXN_787,90,0,100,50,40,62,55,OTP
TXN_788,100,0,100,100,0,48,57,OTP
TXN_789,90,0,100,100,40,48,61,OTP
TXN_790,90,0,100,100,0,40,54,OTP
TXN_791,100,0,100,100,40,0,56,OTP
TXN_792,100,0,100,100,40,0,56,OTP
TXN_793,100,0,100,100,40,62,65,OTP
TXN_794,50,50,100,100,40,0,56,OTP
TXN_795,100,0,60,100,40,0,50,Approve
TXN_796,100,0,60,100,0,0,44,Approve
TXN_797,90,50,100,50,40,62,65,OTP
TXN_798,100,50,60,100,40,0,60,OTP
TXN_799,100,0,100,100,0,52,57,OTP
TXN_800,50,0,100,0,40,48,38,Approve
TXN_801,100,50,60,100,40,40,66,OTP
TXN_802,100,40,100,0,0,0,43,Approve
TXN_803,100,50,60,0,0,0,39,Approve
TXN_804,100,0,100,0,0,62,44,Approve
TXN_805,100,0,100,100,0,40,56,OTP
TXN_806,90,50,100,100,40,0,64,OTP
TXN_807,100,0,100,100,0,62,59,OTP
TXN_808,100,0,100,100,40,62,65,OTP
TXN_809,100,0,100,100,40,0,56,OTP
TXN_810,100,0,100,100,40,0,56,OTP
TXN_811,100,0,100,100,0,0,50,Approve
TXN_812,90,50,100,100,0,48,65,OTP
TXN_813,100,0,60,100,40,0,50,Approve
TXN_814,100,0,60,100,40,0,50,Approve
TXN_815,50,0,100,50,40,0,38,Approve
TXN_816,100,50,100,50,40,62,67,OTP
TXN_817,100,0,100,50,0,48,49,Approve
TXN_818,100,0,60,100,0,0,44,Approve
TXN_819,100,0,60,100,40,40,56,OTP
TXN_820,100,0,60,50,40,40,48,Approve
TXN_821,100,0,60,0,40,0,35,Approve
TXN_822,100,90,100,100,0,40,74,Block
TXN_823,100,0,100,50,0,0,42,Approve
TXN_824,50,0,100,100,40,0,46,Approve
TXN_825,100,0,100,100,40,0,56,OTP
TXN_826,90,0,100,50,40,0,46,Approve
TXN_827,100,90,100,50,40,40,72,Block
TXN_828,100,0,100,100,40,62,65,OTP
TXN_829,100,0,60,100,40,0,50,Approve
TXN_830,100,50,100,100,0,0,60,OTP
TXN_831,90,50,100,50,40,0,56,OTP
TXN_832,100,0,100,100,40,0,56,OTP
TXN_833,100,0,100,100,40,0,56,OTP
TXN_834,100,0,100,100,40,0,56,OTP
TXN_835,100,0,60,50,40,0,42,Approve
TXN_836,100,0,100,100,40,0,56,OTP
TXN_837,90,0,100,50,40,0,46,Approve
TXN_838,90,50,100,0,0,48,50,Approve
TXN_839,100,0,100,0,40,0,41,Approve
TXN_840,90,50,100,100,40,48,71,Block
TXN_841,100,50,100,50,40,40,64,OTP
TXN_842,100,40,100,100,40,52,71,Block
TXN_843,100,0,100,100,40,0,56,OTP
TXN_844,90,0,100,100,40,48,61,OTP
TXN_845,100,50,100,100,40,48,73,Block
TXN_846,100,0,100,100,0,40,56,OTP
TXN_847,100,0,100,100,40,0,56,OTP
TXN_848,100,50,100,50,0,0,52,OTP
TXN_849,100,50,100,100,40,0,66,OTP
TXN_850,100,0,100,100,0,0,50,Approve
TXN_851,90,0,100,100,40,0,54,OTP
TXN_852,100,0,100,50,0,48,49,Approve
TXN_853,100,50,100,100,40,40,72,Block
TXN_854,100,0,100,100,40,0,56,OTP
TXN_855,100,0,60,100,0,0,44,Approve
TXN_856,100,50,60,50,40,0,52,OTP
TXN_857,100,50,100,50,0,52,60,OTP
TXN_858,100,0,60,0,40,0,35,Approve
TXN_859,100,50,100,100,40,0,66,OTP
TXN_860,100,50,100,100,40,0,66,OTP
TXN_861,100,0,100,100,0,0,50,Approve
TXN_862,50,0,100,50,40,62,47,Approve
TXN_863,100,0,100,100,40,0,56,OTP
TXN_864,100,50,100,100,40,62,75,Block
TXN_865,100,0,100,100,40,0,56,OTP
TXN_866,100,0,100,100,40,0,56,OTP
TXN_867,100,0,100,100,0,48,57,OTP
TXN_868,90,0,100,100,0,48,55,OTP
TXN_869,100,50,100,100,40,48,73,Block
TXN_870,100,50,100,0,40,0,51,OTP
TXN_871,100,0,100,100,40,40,62,OTP
TXN_872,100,0,100,100,0,40,56,OTP
TXN_873,100,0,100,100,40,62,65,OTP
TXN_874,100,0,60,100,40,0,50,Approve
TXN_875,100,50,100,50,40,48,65,OTP
TXN_876,100,0,100,100,40,48,63,OTP
TXN_877,100,50,100,100,40,0,66,OTP
TXN_878,100,50,100,100,0,62,69,OTP
TXN_879,100,50,100,100,40,0,66,OTP
TXN_880,100,0,60,100,40,0,50,Approve
TXN_881,100,0,100,100,0,48,57,OTP
TXN_882,100,50,100,100,40,0,66,OTP
TXN_883,100,0,60,100,40,52,57,OTP
TXN_884,100,50,100,100,0,0,60,OTP
TXN_885,100,0,100,100,40,0,56,OTP
TXN_886,90,50,100,100,40,0,64,OTP
TXN_887,100,50,60,100,40,40,66,OTP
TXN_888,100,0,100,50,40,0,48,Approve
TXN_889,100,0,100,100,40,0,56,OTP
TXN_890,50,40,100,50,40,0,46,Approve
TXN_891,100,0,100,100,40,40,62,OTP
TXN_892,100,0,60,100,40,0,50,Approve
TXN_893,100,50,100,100,0,0,60,OTP
TXN_894,100,0,60,100,40,0,50,Approve
TXN_895,100,0,100,100,0,0,50,Approve
TXN_896,100,40,100,100,40,62,73,Block
TXN_897,50,50,100,100,0,62,59,OTP
TXN_898,100,0,100,100,0,52,57,OTP
TXN_899,100,0,100,100,40,0,56,OTP
TXN_900,100,0,60,50,40,52,50,Approve
TXN_901,90,50,100,100,40,0,64,OTP
TXN_902,100,0,100,50,0,0,42,Approve
TXN_903,50,0,100,100,40,0,46,Approve
TXN_904,100,50,100,100,40,48,73,Block
TXN_905,100,0,100,100,0,0,50,Approve
TXN_906,100,0,100,100,0,40,56,OTP
TXN_907,100,0,100,100,40,0,56,OTP
TXN_908,90,0,100,100,40,0,54,OTP
TXN_909,100,50,100,100,40,62,75,Block
TXN_910,100,50,100,100,0,0,60,OTP
TXN_911,100,50,100,0,0,0,45,Approve
TXN_912,100,0,100,100,40,48,63,OTP
TXN_913,50,0,100,100,40,52,53,OTP
TXN_914,100,0,100,100,0,62,59,OTP
TXN_915,100,0,100,50,40,52,56,OTP
TXN_916,100,0,100,100,40,0,56,OTP
TXN_917,100,0,100,100,0,0,50,Approve
TXN_918,100,0,100,100,0,0,50,Approve
TXN_919,100,0,100,100,40,62,65,OTP
TXN_920,100,0,100,100,40,0,56,OTP
TXN_921,100,0,100,50,40,48,55,OTP
TXN_922,90,50,100,100,40,62,73,Block
TXN_923,100,50,100,50,40,0,58,OTP
TXN_924,100,50,100,50,0,0,52,OTP
TXN_925,100,0,100,0,40,0,41,Approve
TXN_926,100,50,100,100,40,52,73,Block
TXN_927,100,0,100,100,0,0,50,Approve
TXN_928,100,0,60,100,40,0,50,Approve
TXN_929,100,0,100,100,40,62,65,OTP
TXN_930,100,90,100,50,40,48,73,Block
TXN_931,100,0,100,100,40,0,56,OTP
TXN_932,100,0,100,50,40,0,48,Approve
TXN_933,100,40,100,100,40,0,64,OTP
TXN_934,100,0,100,50,40,0,48,Approve
TXN_935,100,0,100,100,40,0,56,OTP
TXN_936,90,0,60,50,40,48,47,Approve
TXN_937,100,50,60,100,40,62,69,OTP
TXN_938,100,50,100,100,40,40,72,Block
TXN_939,100,50,100,100,0,0,60,OTP
TXN_940,90,50,100,100,0,0,58,OTP
TXN_941,100,0,100,50,40,0,48,Approve
TXN_942,90,50,100,100,40,48,71,Block
TXN_943,90,50,100,100,40,0,64,OTP
TXN_944,100,0,100,50,0,62,51,OTP
TXN_945,100,0,100,100,40,0,56,OTP
TXN_946,90,0,60,100,40,48,55,OTP
TXN_947,100,50,100,100,40,0,66,OTP
TXN_948,90,0,60,100,40,0,48,Approve
TXN_949,50,0,100,100,40,0,46,Approve
TXN_950,90,0,100,100,40,40,60,OTP
TXN_951,100,0,100,100,40,52,63,OTP
TXN_952,100,0,100,100,40,62,65,OTP
TXN_953,50,0,100,50,40,0,38,Approve
TXN_954,100,0,100,100,40,40,62,OTP
TXN_955,100,0,100,0,40,48,48,Approve
TXN_956,100,50,100,100,40,0,66,OTP
TXN_957,100,0,100,100,40,0,56,OTP
TXN_958,100,40,100,100,40,0,64,OTP
TXN_959,100,0,100,100,40,0,56,OTP
TXN_960,100,0,100,100,0,0,50,Approve
TXN_961,100,0,100,100,40,52,63,OTP
TXN_962,50,50,100,100,40,48,63,OTP
TXN_963,100,0,100,0,0,62,44,Approve
TXN_964,100,50,100,0,40,0,51,OTP
TXN_965,100,0,100,100,40,52,63,OTP
TXN_966,90,0,100,100,40,62,63,OTP
TXN_967,90,50,100,0,40,48,56,OTP
TXN_968,100,0,100,100,0,0,50,Approve
TXN_969,100,50,100,100,40,0,66,OTP
TXN_970,100,0,100,50,0,0,42,Approve
TXN_971,100,0,100,50,40,0,48,Approve
TXN_972,100,0,100,50,40,40,54,OTP
TXN_973,50,0,100,0,40,48,38,Approve
TXN_974,100,50,100,100,0,62,69,OTP
TXN_975,100,50,100,100,40,52,73,Block
TXN_976,100,0,100,50,40,52,56,OTP
TXN_977,50,0,100,100,40,48,53,OTP
TXN_978,100,50,100,100,0,48,67,OTP
TXN_979,100,50,100,100,40,0,66,OTP
TXN_980,100,0,100,100,40,0,56,OTP
TXN_981,100,50,100,50,40,0,58,OTP
TXN_982,50,0,100,100,40,0,46,Approve
TXN_983,100,50,100,100,40,0,66,OTP
TXN_984,90,0,100,100,40,0,54,OTP
TXN_985,100,50,100,100,40,62,75,Block
TXN_986,100,50,100,100,0,40,66,OTP
TXN_987,100,0,60,50,40,40,48,Approve
TXN_988,100,0,60,100,40,0,50,Approve
TXN_989,90,50,100,100,0,48,65,OTP
TXN_990,100,50,100,100,40,62,75,Block
TXN_991,100,0,100,100,0,48,57,OTP
TXN_992,100,50,100,50,0,62,61,OTP
TXN_993,90,0,100,50,0,48,47,Approve
TXN_994,100,0,100,50,40,48,55,OTP
TXN_995,100,0,60,100,40,0,50,Approve
TXN_996,90,0,60,100,0,0,42,Approve
TXN_997,50,50,100,50,40,40,54,OTP
TXN_998,100,0,60,50,40,0,42,Approve
TXN_999,100,0,100,100,40,48,63,OTP
TXN_1000,90,0,100,100,0,0,48,Approve
TXN_1001,100,0,100,0,0,40,41,Approve
TXN_1002,90,50,100,100,40,52,71,Block
TXN_1003,100,0,100,100,40,52,63,OTP
TXN_1004,50,50,100,100,40,40,62,OTP
TXN_1005,100,0,100,100,40,48,63,OTP
TXN_1006,100,50,100,100,0,0,60,OTP
TXN_1007,100,50,100,100,40,62,75,Block
TXN_1008,90,50,100,50,40,0,56,OTP
TXN_1009,100,50,100,100,40,62,75,Block
TXN_1010,100,0,100,100,0,48,57,OTP
TXN_1011,100,0,100,100,40,0,56,OTP
TXN_1012,100,0,100,100,40,0,56,OTP
TXN_1013,50,0,100,100,40,48,53,OTP
TXN_1014,90,0,60,100,40,0,48,Approve
TXN_1015,100,50,60,100,0,0,54,OTP
TXN_1016,100,50,100,0,40,0,51,OTP
TXN_1017,100,0,100,100,40,40,62,OTP
TXN_1018,100,0,100,0,40,0,41,Approve
TXN_1019,100,0,100,100,40,0,56,OTP
TXN_1020,90,0,100,100,40,0,54,OTP
TXN_1021,100,50,100,100,40,40,72,Block
TXN_1022,100,40,100,100,40,62,73,Block
TXN_1023,100,0,60,50,40,48,49,Approve
TXN_1024,100,50,100,50,40,62,67,OTP
TXN_1025,90,0,60,50,40,0,40,Approve
TXN_1026,100,0,100,50,0,52,50,Approve
TXN_1027,100,0,60,100,0,0,44,Approve
TXN_1028,100,40,100,0,0,0,43,Approve
TXN_1029,90,0,100,100,40,0,54,OTP
TXN_1030,100,50,100,100,40,0,66,OTP
TXN_1031,100,50,100,100,0,48,67,OTP
TXN_1032,90,50,100,0,40,0,49,Approve
TXN_1033,100,50,100,100,40,0,66,OTP
TXN_1034,100,0,100,100,40,0,56,OTP
TXN_1035,90,0,100,100,0,48,55,OTP
TXN_1036,50,50,100,0,0,0,35,Approve
TXN_1037,100,0,100,0,0,40,41,Approve
TXN_1038,100,50,100,100,40,0,66,OTP
TXN_1039,50,0,60,100,0,0,34,Approve
TXN_1040,100,0,100,100,0,48,57,OTP
TXN_1041,100,0,100,100,40,62,65,OTP
TXN_1042,100,0,100,100,40,0,56,OTP
TXN_1043,100,0,100,50,40,48,55,OTP
TXN_1044,100,90,100,100,40,52,81,Block
TXN_1045,100,0,100,100,0,0,50,Approve
TXN_1046,100,50,100,100,0,0,60,OTP
TXN_1047,100,0,100,50,0,62,51,OTP
TXN_1048,100,0,100,100,40,48,63,OTP
TXN_1049,90,50,100,0,40,0,49,Approve
TXN_1050,90,0,100,0,40,0,39,Approve
TXN_1051,100,50,100,100,40,48,73,Block
TXN_1052,100,50,100,100,40,0,66,OTP
TXN_1053,100,0,100,50,40,40,54,OTP
TXN_1054,100,0,100,100,40,0,56,OTP
TXN_1055,90,0,100,0,0,48,40,Approve
TXN_1056,100,50,100,100,40,48,73,Block
TXN_1057,100,40,100,100,40,52,71,Block
TXN_1058,100,0,100,100,40,0,56,OTP
TXN_1059,100,0,100,100,40,48,63,OTP
TXN_1060,100,0,100,100,40,0,56,OTP
TXN_1061,90,50,60,100,0,48,59,OTP
TXN_1062,100,50,100,100,40,0,66,OTP
TXN_1063,100,0,100,100,40,62,65,OTP
TXN_1064,100,0,100,100,40,40,62,OTP
TXN_1065,100,50,100,100,0,0,60,OTP
TXN_1066,100,0,60,100,0,0,44,Approve
TXN_1067,100,50,60,100,0,62,63,OTP
TXN_1068,100,0,100,100,40,0,56,OTP
TXN_1069,100,0,100,100,0,0,50,Approve
TXN_1070,90,0,100,100,0,0,48,Approve
TXN_1071,100,0,100,100,40,0,56,OTP
TXN_1072,50,50,60,100,0,0,44,Approve
TXN_1073,100,0,60,50,40,0,42,Approve
TXN_1074,50,50,100,50,40,48,55,OTP
TXN_1075,100,0,100,50,40,0,48,Approve
TXN_1076,50,0,100,100,0,0,40,Approve
TXN_1077,100,0,100,100,40,0,56,OTP
TXN_1078,100,0,100,50,40,0,48,Approve
TXN_1079,100,0,100,100,40,62,65,OTP
TXN_1080,100,0,100,100,40,0,56,OTP
TXN_1081,100,0,100,50,40,0,48,Approve
TXN_1082,100,0,100,100,40,48,63,OTP
TXN_1083,100,90,100,50,40,48,73,Block
TXN_1084,100,0,100,100,40,48,63,OTP
TXN_1085,100,50,100,100,40,40,72,Block
TXN_1086,100,0,100,50,0,0,42,Approve
TXN_1087,100,50,100,100,40,0,66,OTP
TXN_1088,100,0,100,100,40,52,63,OTP
TXN_1089,90,50,100,0,40,0,49,Approve
TXN_1090,100,0,100,100,0,0,50,Approve
TXN_1091,100,0,100,100,40,0,56,OTP
TXN_1092,100,0,100,100,40,62,65,OTP
TXN_1093,100,0,100,0,0,0,35,Approve
TXN_1094,100,0,100,50,0,0,42,Approve
TXN_1095,90,0,100,100,40,48,61,OTP
TXN_1096,90,0,100,100,40,62,63,OTP
TXN_1097,100,50,100,100,40,0,66,OTP
TXN_1098,50,50,100,100,0,40,56,OTP
TXN_1099,100,0,100,50,40,0,48,Approve
TXN_1100,100,50,100,100,0,48,67,OTP
TXN_1101,100,90,100,100,0,52,75,Block
TXN_1102,100,0,100,50,40,0,48,Approve
TXN_1103,100,0,100,100,40,0,56,OTP
TXN_1104,100,0,60,100,40,62,59,OTP
TXN_1105,100,50,100,100,40,0,66,OTP
TXN_1106,100,50,100,50,40,62,67,OTP
TXN_1107,100,50,60,100,40,0,60,OTP
TXN_1108,100,0,100,100,40,0,56,OTP
TXN_1109,100,0,100,100,0,0,50,Approve
TXN_1110,100,0,100,100,0,62,59,OTP
TXN_1111,90,50,100,100,40,0,64,OTP
TXN_1112,100,50,100,50,0,0,52,OTP
TXN_1113,100,0,100,100,40,40,62,OTP
TXN_1114,100,0,100,100,40,48,63,OTP
TXN_1115,100,0,60,50,0,40,42,Approve
TXN_1116,100,0,100,50,40,52,56,OTP
TXN_1117,100,0,100,50,40,0,48,Approve
TXN_1118,100,0,100,50,0,0,42,Approve
TXN_1119,90,0,100,100,40,0,54,OTP
TXN_1120,90,0,60,100,40,40,54,OTP
TXN_1121,100,0,100,100,0,0,50,Approve
TXN_1122,100,0,100,50,40,0,48,Approve
TXN_1123,100,0,100,100,40,0,56,OTP
TXN_1124,100,0,100,100,40,0,56,OTP
TXN_1125,100,50,100,100,40,40,72,Block
TXN_1126,90,50,100,100,40,0,64,OTP
TXN_1127,100,50,100,100,0,0,60,OTP
TXN_1128,100,0,100,100,40,0,56,OTP
TXN_1129,100,0,100,100,0,0,50,Approve
TXN_1130,100,50,100,50,40,0,58,OTP
TXN_1131,100,0,100,50,40,0,48,Approve
TXN_1132,100,50,100,50,0,48,59,OTP
TXN_1133,100,0,100,100,0,0,50,Approve
TXN_1134,100,50,100,100,40,0,66,OTP
TXN_1135,50,0,100,50,0,48,39,Approve
TXN_1136,100,40,100,100,40,48,71,Block
TXN_1137,100,50,100,50,40,40,64,OTP
TXN_1138,50,50,100,100,40,62,65,OTP
TXN_1139,90,0,100,100,0,0,48,Approve
TXN_1140,100,0,100,100,0,0,50,Approve
TXN_1141,100,50,100,100,40,62,75,Block
TXN_1142,100,0,100,50,40,0,48,Approve
TXN_1143,100,0,60,100,0,62,53,OTP
TXN_1144,100,50,100,100,0,40,66,OTP
TXN_1145,100,0,100,100,40,0,56,OTP
TXN_1146,50,0,100,100,40,40,52,OTP
TXN_1147,100,50,100,100,0,40,66,OTP
TXN_1148,100,0,100,0,40,48,48,Approve
TXN_1149,100,50,100,100,0,40,66,OTP
TXN_1150,100,0,100,100,40,0,56,OTP
TXN_1151,90,50,100,100,0,62,67,OTP
TXN_1152,100,0,100,100,40,0,56,OTP
TXN_1153,100,0,100,100,0,62,59,OTP
